2025-08-05 16:48:11 startup archives install
2025-08-05 16:50:36 status unpacked libxslt1.1:amd64 1.1.39-0exp1ubuntu0.24.04.2
2025-08-05 16:50:37 install libwebkit2gtk-4.1-0:amd64 <none> 2.48.3-0ubuntu0.24.04.1
2025-08-05 16:50:37 status half-installed libwebkit2gtk-4.1-0:amd64 2.48.3-0ubuntu0.24.04.1
2025-08-05 16:50:37 status unpacked libwebkit2gtk-4.1-0:amd64 2.48.3-0ubuntu0.24.04.1
2025-08-05 16:50:37 install libedataserverui-1.2-4t64:amd64 <none> 3.52.3-0ubuntu1
2025-08-05 16:50:37 status half-installed libedataserverui-1.2-4t64:amd64 3.52.3-0ubuntu1
2025-08-05 16:50:37 status unpacked libedataserverui-1.2-4t64:amd64 3.52.3-0ubuntu1
2025-08-05 16:50:37 install libgoa-1.0-common:all <none> 3.50.4-0ubuntu2
2025-08-05 16:50:37 status half-installed libgoa-1.0-common:all 3.50.4-0ubuntu2
2025-08-05 16:50:37 status unpacked libgoa-1.0-common:all 3.50.4-0ubuntu2
2025-08-05 16:50:37 install libgoa-1.0-0b:amd64 <none> 3.50.4-0ubuntu2
2025-08-05 16:50:37 status half-installed libgoa-1.0-0b:amd64 3.50.4-0ubuntu2
2025-08-05 16:50:37 status unpacked libgoa-1.0-0b:amd64 3.50.4-0ubuntu2
2025-08-05 16:50:37 install geocode-glib-common:all <none> 3.26.3-6build3
2025-08-05 16:50:37 status half-installed geocode-glib-common:all 3.26.3-6build3
2025-08-05 16:50:37 status unpacked geocode-glib-common:all 3.26.3-6build3
2025-08-05 16:50:37 install libgeocode-glib-2-0:amd64 <none> 3.26.3-6build3
2025-08-05 16:50:37 status half-installed libgeocode-glib-2-0:amd64 3.26.3-6build3
2025-08-05 16:50:37 status unpacked libgeocode-glib-2-0:amd64 3.26.3-6build3
2025-08-05 16:50:37 install libgweather-4-common:all <none> 4.4.2-1build1
2025-08-05 16:50:37 status half-installed libgweather-4-common:all 4.4.2-1build1
2025-08-05 16:50:37 status unpacked libgweather-4-common:all 4.4.2-1build1
2025-08-05 16:50:37 install libgweather-4-0t64:amd64 <none> 4.4.2-1build1
2025-08-05 16:50:37 status half-installed libgweather-4-0t64:amd64 4.4.2-1build1
2025-08-05 16:50:37 status unpacked libgweather-4-0t64:amd64 4.4.2-1build1
2025-08-05 16:50:37 install libgck-1-0:amd64 <none> 3.41.2-1build3
2025-08-05 16:50:37 status half-installed libgck-1-0:amd64 3.41.2-1build3
2025-08-05 16:50:37 status unpacked libgck-1-0:amd64 3.41.2-1build3
2025-08-05 16:50:37 install libgcr-base-3-1:amd64 <none> 3.41.2-1build3
2025-08-05 16:50:37 status half-installed libgcr-base-3-1:amd64 3.41.2-1build3
2025-08-05 16:50:37 status unpacked libgcr-base-3-1:amd64 3.41.2-1build3
2025-08-05 16:50:37 install libgck-2-2:amd64 <none> 4.2.0-5
2025-08-05 16:50:37 status half-installed libgck-2-2:amd64 4.2.0-5
2025-08-05 16:50:37 status unpacked libgck-2-2:amd64 4.2.0-5
2025-08-05 16:50:37 install libgcr-4-4:amd64 <none> 4.2.0-5
2025-08-05 16:50:37 status half-installed libgcr-4-4:amd64 4.2.0-5
2025-08-05 16:50:37 status unpacked libgcr-4-4:amd64 4.2.0-5
2025-08-05 16:50:37 install gcr4:amd64 <none> 4.2.0-5
2025-08-05 16:50:37 status half-installed gcr4:amd64 4.2.0-5
2025-08-05 16:50:37 status unpacked gcr4:amd64 4.2.0-5
2025-08-05 16:50:37 install libgcr-ui-3-1:amd64 <none> 3.41.2-1build3
2025-08-05 16:50:37 status half-installed libgcr-ui-3-1:amd64 3.41.2-1build3
2025-08-05 16:50:37 status unpacked libgcr-ui-3-1:amd64 3.41.2-1build3
2025-08-05 16:50:38 install gcr:amd64 <none> 3.41.2-1build3
2025-08-05 16:50:38 status half-installed gcr:amd64 3.41.2-1build3
2025-08-05 16:50:38 status triggers-pending shared-mime-info:amd64 2.4-4
2025-08-05 16:50:38 status unpacked gcr:amd64 3.41.2-1build3
2025-08-05 16:50:38 install p11-kit-modules:amd64 <none> 0.25.3-4ubuntu2.1
2025-08-05 16:50:38 status half-installed p11-kit-modules:amd64 0.25.3-4ubuntu2.1
2025-08-05 16:50:38 status unpacked p11-kit-modules:amd64 0.25.3-4ubuntu2.1
2025-08-05 16:50:38 install p11-kit:amd64 <none> 0.25.3-4ubuntu2.1
2025-08-05 16:50:38 status half-installed p11-kit:amd64 0.25.3-4ubuntu2.1
2025-08-05 16:50:38 status unpacked p11-kit:amd64 0.25.3-4ubuntu2.1
2025-08-05 16:50:38 install pinentry-gnome3:amd64 <none> 1.2.1-3ubuntu5
2025-08-05 16:50:38 status half-installed pinentry-gnome3:amd64 1.2.1-3ubuntu5
2025-08-05 16:50:38 status unpacked pinentry-gnome3:amd64 1.2.1-3ubuntu5
2025-08-05 16:50:38 install gnome-keyring:amd64 <none> 46.1-2build1
2025-08-05 16:50:38 status half-installed gnome-keyring:amd64 46.1-2build1
2025-08-05 16:50:38 status unpacked gnome-keyring:amd64 46.1-2build1
2025-08-05 16:50:38 install evolution-data-server:amd64 <none> 3.52.3-0ubuntu1
2025-08-05 16:50:38 status half-installed evolution-data-server:amd64 3.52.3-0ubuntu1
2025-08-05 16:50:38 status unpacked evolution-data-server:amd64 3.52.3-0ubuntu1
2025-08-05 16:50:38 install fdisk:amd64 <none> 2.39.3-9ubuntu6.3
2025-08-05 16:50:38 status half-installed fdisk:amd64 2.39.3-9ubuntu6.3
2025-08-05 16:50:38 status unpacked fdisk:amd64 2.39.3-9ubuntu6.3
2025-08-05 16:50:38 install fonts-arphic-ukai:all <none> 0.2.20080216.2-5
2025-08-05 16:50:38 status half-installed fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 16:50:38 status unpacked fonts-arphic-ukai:all 0.2.20080216.2-5
2025-08-05 16:50:38 install fonts-liberation-sans-narrow:all <none> 1:1.07.6-4
2025-08-05 16:50:38 status half-installed fonts-liberation-sans-narrow:all 1:1.07.6-4
2025-08-05 16:50:39 status unpacked fonts-liberation-sans-narrow:all 1:1.07.6-4
2025-08-05 16:50:39 install fonts-noto-cjk:all <none> 1:20230817+repack1-3
2025-08-05 16:50:39 status half-installed fonts-noto-cjk:all 1:20230817+repack1-3
2025-08-05 16:50:39 status unpacked fonts-noto-cjk:all 1:20230817+repack1-3
2025-08-05 16:50:39 install fonts-noto-color-emoji:all <none> 2.047-0ubuntu0.24.04.1
2025-08-05 16:50:39 status half-installed fonts-noto-color-emoji:all 2.047-0ubuntu0.24.04.1
2025-08-05 16:50:39 status unpacked fonts-noto-color-emoji:all 2.047-0ubuntu0.24.04.1
2025-08-05 16:50:39 install fonts-ubuntu:all <none> 0.869+git20240321-0ubuntu1
2025-08-05 16:50:39 status half-installed fonts-ubuntu:all 0.869+git20240321-0ubuntu1
2025-08-05 16:50:39 status unpacked fonts-ubuntu:all 0.869+git20240321-0ubuntu1
2025-08-05 16:50:39 install foomatic-db-compressed-ppds:all <none> 20230202-1
2025-08-05 16:50:39 status half-installed foomatic-db-compressed-ppds:all 20230202-1
2025-08-05 16:50:39 status unpacked foomatic-db-compressed-ppds:all 20230202-1
2025-08-05 16:50:39 install libftdi1-2:amd64 <none> 1.5-6build5
2025-08-05 16:50:39 status half-installed libftdi1-2:amd64 1.5-6build5
2025-08-05 16:50:39 status unpacked libftdi1-2:amd64 1.5-6build5
2025-08-05 16:50:39 install libflashrom1:amd64 <none> 1.3.0-2.1ubuntu2
2025-08-05 16:50:39 status half-installed libflashrom1:amd64 1.3.0-2.1ubuntu2
2025-08-05 16:50:39 status unpacked libflashrom1:amd64 1.3.0-2.1ubuntu2
2025-08-05 16:50:39 install gnupg-utils:amd64 <none> 2.4.4-2ubuntu17.3
2025-08-05 16:50:39 status half-installed gnupg-utils:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:39 status unpacked gnupg-utils:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:39 install gpg:amd64 <none> 2.4.4-2ubuntu17.3
2025-08-05 16:50:39 status half-installed gpg:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:39 status unpacked gpg:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:39 install pinentry-curses:amd64 <none> 1.2.1-3ubuntu5
2025-08-05 16:50:39 status half-installed pinentry-curses:amd64 1.2.1-3ubuntu5
2025-08-05 16:50:40 status unpacked pinentry-curses:amd64 1.2.1-3ubuntu5
2025-08-05 16:50:40 install gpg-agent:amd64 <none> 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 status half-installed gpg-agent:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 status unpacked gpg-agent:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 install gpgsm:amd64 <none> 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 status half-installed gpgsm:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 status unpacked gpgsm:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 install keyboxd:amd64 <none> 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 status half-installed keyboxd:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 status unpacked keyboxd:amd64 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 install gnupg:all <none> 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 status half-installed gnupg:all 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 status unpacked gnupg:all 2.4.4-2ubuntu17.3
2025-08-05 16:50:40 install libgpgme11t64:amd64 <none> 1.18.0-4.1ubuntu4
2025-08-05 16:50:40 status half-installed libgpgme11t64:amd64 1.18.0-4.1ubuntu4
2025-08-05 16:50:40 status unpacked libgpgme11t64:amd64 1.18.0-4.1ubuntu4
2025-08-05 16:50:40 install libjcat1:amd64 <none> 0.2.0-2build3
2025-08-05 16:50:40 status half-installed libjcat1:amd64 0.2.0-2build3
2025-08-05 16:50:40 status unpacked libjcat1:amd64 0.2.0-2build3
2025-08-05 16:50:40 install libfwupd2:amd64 <none> 1.9.30-0ubuntu1~24.04.1
2025-08-05 16:50:40 status half-installed libfwupd2:amd64 1.9.30-0ubuntu1~24.04.1
2025-08-05 16:50:40 status unpacked libfwupd2:amd64 1.9.30-0ubuntu1~24.04.1
2025-08-05 16:50:40 install libmbim-glib4:amd64 <none> 1.31.2-0ubuntu3
2025-08-05 16:50:40 status half-installed libmbim-glib4:amd64 1.31.2-0ubuntu3
2025-08-05 16:50:40 status unpacked libmbim-glib4:amd64 1.31.2-0ubuntu3
2025-08-05 16:50:40 install libmbim-proxy:amd64 <none> 1.31.2-0ubuntu3
2025-08-05 16:50:40 status half-installed libmbim-proxy:amd64 1.31.2-0ubuntu3
2025-08-05 16:50:40 status unpacked libmbim-proxy:amd64 1.31.2-0ubuntu3
2025-08-05 16:50:40 install libmm-glib0:amd64 <none> 1.23.4-0ubuntu2
2025-08-05 16:50:40 status half-installed libmm-glib0:amd64 1.23.4-0ubuntu2
2025-08-05 16:50:40 status unpacked libmm-glib0:amd64 1.23.4-0ubuntu2
2025-08-05 16:50:40 install libprotobuf-c1:amd64 <none> 1.4.1-1ubuntu4
2025-08-05 16:50:40 status half-installed libprotobuf-c1:amd64 1.4.1-1ubuntu4
2025-08-05 16:50:40 status unpacked libprotobuf-c1:amd64 1.4.1-1ubuntu4
2025-08-05 16:50:40 install libqrtr-glib0:amd64 <none> 1.2.2-1ubuntu4
2025-08-05 16:50:40 status half-installed libqrtr-glib0:amd64 1.2.2-1ubuntu4
2025-08-05 16:50:40 status unpacked libqrtr-glib0:amd64 1.2.2-1ubuntu4
2025-08-05 16:50:40 install libqmi-glib5:amd64 <none> 1.35.2-0ubuntu2
2025-08-05 16:50:40 status half-installed libqmi-glib5:amd64 1.35.2-0ubuntu2
2025-08-05 16:50:40 status unpacked libqmi-glib5:amd64 1.35.2-0ubuntu2
2025-08-05 16:50:40 install libqmi-proxy:amd64 <none> 1.35.2-0ubuntu2
2025-08-05 16:50:40 status half-installed libqmi-proxy:amd64 1.35.2-0ubuntu2
2025-08-05 16:50:40 status unpacked libqmi-proxy:amd64 1.35.2-0ubuntu2
2025-08-05 16:50:40 install tpm-udev:all <none> 0.6ubuntu1
2025-08-05 16:50:40 status half-installed tpm-udev:all 0.6ubuntu1
2025-08-05 16:50:40 status unpacked tpm-udev:all 0.6ubuntu1
2025-08-05 16:50:40 install libtss2-mu-4.0.1-0t64:amd64 <none> 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status half-installed libtss2-mu-4.0.1-0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status unpacked libtss2-mu-4.0.1-0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 install libtss2-tcti-cmd0t64:amd64 <none> 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status half-installed libtss2-tcti-cmd0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status unpacked libtss2-tcti-cmd0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 install libtss2-tcti-device0t64:amd64 <none> 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status half-installed libtss2-tcti-device0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status unpacked libtss2-tcti-device0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 install libtss2-tcti-mssim0t64:amd64 <none> 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status half-installed libtss2-tcti-mssim0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status unpacked libtss2-tcti-mssim0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 install libtss2-tcti-swtpm0t64:amd64 <none> 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status half-installed libtss2-tcti-swtpm0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status unpacked libtss2-tcti-swtpm0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 install libtss2-sys1t64:amd64 <none> 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status half-installed libtss2-sys1t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status unpacked libtss2-sys1t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 install libtss2-esys-3.0.2-0t64:amd64 <none> 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status half-installed libtss2-esys-3.0.2-0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 status unpacked libtss2-esys-3.0.2-0t64:amd64 4.0.1-7.1ubuntu5.1
2025-08-05 16:50:40 install fwupd:amd64 <none> 1.9.30-0ubuntu1~24.04.1
2025-08-05 16:50:40 status half-installed fwupd:amd64 1.9.30-0ubuntu1~24.04.1
2025-08-05 16:50:40 status unpacked fwupd:amd64 1.9.30-0ubuntu1~24.04.1
2025-08-05 16:50:40 install fwupd-signed:amd64 <none> 1.52+1.4-1
2025-08-05 16:50:40 status half-installed fwupd-signed:amd64 1.52+1.4-1
2025-08-05 16:50:40 status unpacked fwupd-signed:amd64 1.52+1.4-1
2025-08-05 16:50:41 install libinih1:amd64 <none> 55-1ubuntu2
2025-08-05 16:50:41 status half-installed libinih1:amd64 55-1ubuntu2
2025-08-05 16:50:41 status unpacked libinih1:amd64 55-1ubuntu2
2025-08-05 16:50:41 install pkexec:amd64 <none> 124-2ubuntu1.24.04.2
2025-08-05 16:50:41 status half-installed pkexec:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:50:41 status unpacked pkexec:amd64 124-2ubuntu1.24.04.2
2025-08-05 16:50:41 install gamemode-daemon:amd64 <none> 1.8.1-2build1
2025-08-05 16:50:41 status half-installed gamemode-daemon:amd64 1.8.1-2build1
2025-08-05 16:50:41 status unpacked gamemode-daemon:amd64 1.8.1-2build1
2025-08-05 16:50:41 install libgamemode0:amd64 <none> 1.8.1-2build1
2025-08-05 16:50:41 status half-installed libgamemode0:amd64 1.8.1-2build1
2025-08-05 16:50:41 status unpacked libgamemode0:amd64 1.8.1-2build1
2025-08-05 16:50:41 install libgamemodeauto0:amd64 <none> 1.8.1-2build1
2025-08-05 16:50:41 status half-installed libgamemodeauto0:amd64 1.8.1-2build1
2025-08-05 16:50:41 status unpacked libgamemodeauto0:amd64 1.8.1-2build1
2025-08-05 16:50:41 install gamemode:amd64 <none> 1.8.1-2build1
2025-08-05 16:50:41 status half-installed gamemode:amd64 1.8.1-2build1
2025-08-05 16:50:41 status unpacked gamemode:amd64 1.8.1-2build1
2025-08-05 16:50:41 install libbabeltrace1:amd64 <none> 1.5.11-3build3
2025-08-05 16:50:41 status half-installed libbabeltrace1:amd64 1.5.11-3build3
2025-08-05 16:50:41 status unpacked libbabeltrace1:amd64 1.5.11-3build3
2025-08-05 16:50:41 install libdebuginfod1t64:amd64 <none> 0.190-1.1ubuntu0.1
2025-08-05 16:50:41 status half-installed libdebuginfod1t64:amd64 0.190-1.1ubuntu0.1
2025-08-05 16:50:41 status unpacked libdebuginfod1t64:amd64 0.190-1.1ubuntu0.1
2025-08-05 16:50:41 install libipt2:amd64 <none> 2.0.6-1build1
2025-08-05 16:50:41 status half-installed libipt2:amd64 2.0.6-1build1
2025-08-05 16:50:41 status unpacked libipt2:amd64 2.0.6-1build1
2025-08-05 16:50:41 install libsource-highlight-common:all <none> 3.1.9-4.3build1
2025-08-05 16:50:41 status half-installed libsource-highlight-common:all 3.1.9-4.3build1
2025-08-05 16:50:41 status unpacked libsource-highlight-common:all 3.1.9-4.3build1
2025-08-05 16:50:41 install libsource-highlight4t64:amd64 <none> 3.1.9-4.3build1
2025-08-05 16:50:41 status half-installed libsource-highlight4t64:amd64 3.1.9-4.3build1
2025-08-05 16:50:41 status unpacked libsource-highlight4t64:amd64 3.1.9-4.3build1
2025-08-05 16:50:41 install gdb:amd64 <none> 15.0.50.20240403-0ubuntu1
2025-08-05 16:50:41 status half-installed gdb:amd64 15.0.50.20240403-0ubuntu1
2025-08-05 16:50:41 status unpacked gdb:amd64 15.0.50.20240403-0ubuntu1
2025-08-05 16:50:41 install libgdm1:amd64 <none> 46.2-1ubuntu1~24.04.1
2025-08-05 16:50:41 status half-installed libgdm1:amd64 46.2-1ubuntu1~24.04.1
2025-08-05 16:50:41 status unpacked libgdm1:amd64 46.2-1ubuntu1~24.04.1
2025-08-05 16:50:41 install gir1.2-gdm-1.0:amd64 <none> 46.2-1ubuntu1~24.04.1
2025-08-05 16:50:41 status half-installed gir1.2-gdm-1.0:amd64 46.2-1ubuntu1~24.04.1
2025-08-05 16:50:41 status unpacked gir1.2-gdm-1.0:amd64 46.2-1ubuntu1~24.04.1
2025-08-05 16:50:41 install libupower-glib3:amd64 <none> 1.90.3-1
2025-08-05 16:50:41 status half-installed libupower-glib3:amd64 1.90.3-1
2025-08-05 16:50:41 status unpacked libupower-glib3:amd64 1.90.3-1
2025-08-05 16:50:41 install libplist-2.0-4:amd64 <none> 2.3.0-1~exp2build2
2025-08-05 16:50:41 status half-installed libplist-2.0-4:amd64 2.3.0-1~exp2build2
2025-08-05 16:50:41 status unpacked libplist-2.0-4:amd64 2.3.0-1~exp2build2
2025-08-05 16:50:41 install libusbmuxd6:amd64 <none> 2.0.2-4build3
2025-08-05 16:50:41 status half-installed libusbmuxd6:amd64 2.0.2-4build3
2025-08-05 16:50:41 status unpacked libusbmuxd6:amd64 2.0.2-4build3
2025-08-05 16:50:41 install libimobiledevice6:amd64 <none> 1.3.0-8.1build3
2025-08-05 16:50:41 status half-installed libimobiledevice6:amd64 1.3.0-8.1build3
2025-08-05 16:50:41 status unpacked libimobiledevice6:amd64 1.3.0-8.1build3
2025-08-05 16:50:41 install upower:amd64 <none> 1.90.3-1
2025-08-05 16:50:41 status half-installed upower:amd64 1.90.3-1
2025-08-05 16:50:41 status unpacked upower:amd64 1.90.3-1
2025-08-05 16:50:41 install gnome-session-bin:amd64 <none> 46.0-1ubuntu4
2025-08-05 16:50:41 status half-installed gnome-session-bin:amd64 46.0-1ubuntu4
2025-08-05 16:50:41 status unpacked gnome-session-bin:amd64 46.0-1ubuntu4
2025-08-05 16:50:41 install gnome-session-common:all <none> 46.0-1ubuntu4
2025-08-05 16:50:41 status half-installed gnome-session-common:all 46.0-1ubuntu4
2025-08-05 16:50:41 status unpacked gnome-session-common:all 46.0-1ubuntu4
2025-08-05 16:50:41 install gnome-settings-daemon-common:all <none> 46.0-1ubuntu1
2025-08-05 16:50:41 status half-installed gnome-settings-daemon-common:all 46.0-1ubuntu1
2025-08-05 16:50:41 status unpacked gnome-settings-daemon-common:all 46.0-1ubuntu1
2025-08-05 16:50:41 install libwebrtc-audio-processing1:amd64 <none> 0.3.1-0ubuntu6
2025-08-05 16:50:41 status half-installed libwebrtc-audio-processing1:amd64 0.3.1-0ubuntu6
2025-08-05 16:50:41 status unpacked libwebrtc-audio-processing1:amd64 0.3.1-0ubuntu6
2025-08-05 16:50:41 install libspa-0.2-modules:amd64 <none> 1.0.5-1ubuntu3.1
2025-08-05 16:50:41 status half-installed libspa-0.2-modules:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status unpacked libspa-0.2-modules:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 install libbluetooth3:amd64 <none> 5.72-0ubuntu5.3
2025-08-05 16:50:42 status half-installed libbluetooth3:amd64 5.72-0ubuntu5.3
2025-08-05 16:50:42 status unpacked libbluetooth3:amd64 5.72-0ubuntu5.3
2025-08-05 16:50:42 install libfreeaptx0:amd64 <none> 0.1.1-2build1
2025-08-05 16:50:42 status half-installed libfreeaptx0:amd64 0.1.1-2build1
2025-08-05 16:50:42 status unpacked libfreeaptx0:amd64 0.1.1-2build1
2025-08-05 16:50:42 install liblc3-1:amd64 <none> 1.0.4-3build1
2025-08-05 16:50:42 status half-installed liblc3-1:amd64 1.0.4-3build1
2025-08-05 16:50:42 status unpacked liblc3-1:amd64 1.0.4-3build1
2025-08-05 16:50:42 install libldacbt-enc2:amd64 <none> 2.0.2.3+git20200429+ed310a0-4ubuntu2
2025-08-05 16:50:42 status half-installed libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4ubuntu2
2025-08-05 16:50:42 status unpacked libldacbt-enc2:amd64 2.0.2.3+git20200429+ed310a0-4ubuntu2
2025-08-05 16:50:42 install libldacbt-abr2:amd64 <none> 2.0.2.3+git20200429+ed310a0-4ubuntu2
2025-08-05 16:50:42 status half-installed libldacbt-abr2:amd64 2.0.2.3+git20200429+ed310a0-4ubuntu2
2025-08-05 16:50:42 status unpacked libldacbt-abr2:amd64 2.0.2.3+git20200429+ed310a0-4ubuntu2
2025-08-05 16:50:42 install libsbc1:amd64 <none> 2.0-1build1
2025-08-05 16:50:42 status half-installed libsbc1:amd64 2.0-1build1
2025-08-05 16:50:42 status unpacked libsbc1:amd64 2.0-1build1
2025-08-05 16:50:42 install libspa-0.2-bluetooth:amd64 <none> 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status half-installed libspa-0.2-bluetooth:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status unpacked libspa-0.2-bluetooth:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 install libpipewire-0.3-0t64:amd64 <none> 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status half-installed libpipewire-0.3-0t64:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status unpacked libpipewire-0.3-0t64:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 install libspeexdsp1:amd64 <none> 1.2.1-1ubuntu3
2025-08-05 16:50:42 status half-installed libspeexdsp1:amd64 1.2.1-1ubuntu3
2025-08-05 16:50:42 status unpacked libspeexdsp1:amd64 1.2.1-1ubuntu3
2025-08-05 16:50:42 install libroc0.3:amd64 <none> 0.3.0+dfsg-7ubuntu2
2025-08-05 16:50:42 status half-installed libroc0.3:amd64 0.3.0+dfsg-7ubuntu2
2025-08-05 16:50:42 status unpacked libroc0.3:amd64 0.3.0+dfsg-7ubuntu2
2025-08-05 16:50:42 install libpipewire-0.3-modules:amd64 <none> 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status half-installed libpipewire-0.3-modules:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status unpacked libpipewire-0.3-modules:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 install pipewire-bin:amd64 <none> 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status half-installed pipewire-bin:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status unpacked pipewire-bin:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 install pipewire:amd64 <none> 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status half-installed pipewire:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status unpacked pipewire:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 install pipewire-alsa:amd64 <none> 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status half-installed pipewire-alsa:amd64 1.0.5-1ubuntu3.1
2025-08-05 16:50:42 status unpacked pipewire-alsa:amd64 1.0.5-1ubuntu3.1
